ORDER_ID,USER_ID,ORDER_STATUS,TOTAL_AMOUNT,ORDER_DATES,ORDER_TIME
O00000593,U004356,processing,110.71,04-09-2024,13:56.7
O00000594,U003433,processing,1957.91,20-04-2024,20:07.4
O00000596,U007239,processing,1013.96,28-02-2024,05:25.2
O00000597,U000500,cancelled,449.68,16-01-2024,57:10.1
O00000599,U009289,completed,1599.98,24-01-2024,46:52.4
O00000600,U008826,shipped,362.24,04-06-2025,47:34.0
O00000601,U008353,processing,662.92,28-09-2024,00:33.3
O00000603,U009527,cancelled,235.08,06-06-2025,57:50.1
O00000604,U001570,completed,244.44,21-06-2024,46:57.7
O00000606,U007121,returned,260.01,20-05-2024,42:32.4
O00000607,U008430,cancelled,531.53,26-03-2025,45:44.6
O00000609,U007850,shipped,67.51,02-04-2025,28:07.2
O00000610,U004407,completed,696.07,25-01-2024,19:10.8
O00000612,U008652,completed,1431.75,10-04-2024,15:20.6
O00000613,U006524,shipped,56.08,21-08-2025,04:39.9
O00000615,U000801,shipped,83.51,30-06-2025,31:40.4
O00000616,U001076,shipped,281.73,27-03-2024,39:59.7
O00000618,U009283,completed,103.22,07-01-2025,56:05.7
O00000619,U000397,processing,21.15,24-01-2024,09:12.4
O00000620,U007594,processing,1576.92,12-07-2024,45:10.6
O00000622,U000309,processing,92.99,03-09-2025,31:41.8
O00000623,U006723,returned,1892.21,30-03-2025,22:25.1
O00000625,U001010,processing,43.7,15-09-2025,51:02.2
O00000626,U001359,processing,3555.56,05-01-2025,28:39.3
O00000628,U000153,cancelled,782.61,10-03-2024,13:56.7
O00000629,U002175,returned,278.38,12-08-2025,37:50.1
O00000631,U008628,shipped,20.54,28-09-2024,15:06.2
O00000632,U008268,processing,3031.33,18-09-2024,48:12.9
O00000634,U003809,shipped,578.55,01-05-2025,05:35.4
O00000635,U002432,cancelled,133.58,12-05-2024,27:03.1
O00000637,U004635,cancelled,218.32,27-09-2025,56:57.3
O00000638,U006414,processing,722.97,09-09-2024,11:49.2
O00000640,U008567,returned,664.55,09-08-2024,26:44.6
O00000641,U001191,processing,52.53,23-06-2024,43:28.2
O00000643,U005384,completed,1177.5,14-11-2025,38:11.0
O00000644,U001626,processing,64.12,26-02-2024,58:24.6
O00000646,U007981,processing,649.96,19-06-2025,48:39.5
O00000647,U009485,returned,1149.67,09-09-2024,46:00.1
O00000648,U004372,returned,279.09,28-07-2024,30:27.9
O00000650,U002065,cancelled,43.39,06-04-2024,44:24.3
O00000651,U007971,cancelled,813.64,18-03-2024,49:35.5
O00000653,U007928,processing,274.2,07-04-2024,38:13.4
O00000654,U000745,returned,39,29-07-2024,05:19.7
O00000656,U002931,completed,306.66,26-08-2025,37:30.9
O00000657,U006980,cancelled,491.06,17-05-2024,33:14.6
O00000659,U000272,completed,634.95,22-01-2025,46:38.0
O00000660,U006778,returned,407.66,21-03-2025,27:40.2
O00000662,U003813,completed,117.72,11-02-2024,34:13.1
O00000663,U009177,returned,1636.01,02-03-2024,05:45.7
O00000665,U006546,completed,25.73,25-03-2024,14:28.8
O00000666,U009213,processing,29.94,23-10-2024,58:23.5
O00000668,U007311,cancelled,1554.14,27-09-2024,20:36.9
O00000669,U003718,returned,3395.7,03-08-2024,25:52.9
O00000671,U001455,completed,77.84,17-02-2025,42:35.1
O00000672,U002630,completed,1656.88,07-12-2024,23:44.6
O00000673,U000730,processing,496.36,11-10-2025,15:14.7
O00000674,U006504,shipped,3296.56,17-05-2025,46:10.4
O00000675,U000323,shipped,3007.35,14-01-2025,12:36.9
O00000676,U008828,returned,358.32,22-11-2024,54:38.8
O00000677,U005112,returned,651.99,18-05-2025,14:36.9
O00000678,U009632,completed,829.8,21-03-2025,56:05.9
O00000679,U008919,cancelled,377.71,27-08-2024,28:01.6
O00000680,U005814,shipped,82.69,03-09-2024,26:01.5
O00000681,U007066,cancelled,725.63,07-01-2024,20:48.7
O00000682,U004291,shipped,24.37,08-07-2024,30:31.3
O00000683,U003520,returned,1217.83,02-09-2025,10:21.8
O00000684,U002419,processing,70.44,12-02-2025,22:25.1
O00000685,U006534,completed,764.69,17-08-2025,17:47.3
O00000686,U005702,returned,951.8,16-09-2024,19:56.8
O00000687,U009867,completed,1203.46,22-10-2024,21:45.1
O00000688,U004942,returned,369.77,21-02-2025,51:51.1
O00000689,U003399,completed,29.53,27-01-2024,37:47.8
O00000690,U005136,shipped,1052,28-10-2025,11:13.9
O00000691,U000992,cancelled,1262.1,28-07-2024,28:19.2
O00000692,U003305,shipped,19.55,04-01-2024,48:01.8
O00000693,U004761,cancelled,1211.15,17-09-2024,22:23.4
O00000694,U006903,cancelled,9.98,14-09-2024,16:41.1
O00000695,U001735,cancelled,69.46,05-05-2024,17:43.5
O00000696,U007447,returned,33,19-06-2024,51:03.9
O00000697,U006515,cancelled,205.58,08-10-2025,56:18.1
O00000698,U007854,shipped,644.03,27-03-2024,50:06.8
O00000699,U004677,shipped,261.9,18-05-2025,04:10.1
O00000700,U000374,processing,200.12,04-11-2024,48:29.0
O00000701,U007554,shipped,199.98,18-03-2024,05:44.0
O00000702,U004882,completed,2389.58,21-03-2024,46:59.1
O00000703,U009414,cancelled,68,10-05-2025,23:32.3
O00000704,U009746,cancelled,128.44,11-05-2024,22:49.5
O00000705,U007438,cancelled,160,16-02-2025,33:17.2
O00000707,U000533,completed,87.46,28-08-2025,40:58.1
O00000708,U008339,cancelled,64.23,27-05-2025,30:27.8
O00000710,U006722,completed,2415.68,05-03-2025,14:19.7
O00000711,U007971,shipped,286.31,01-10-2025,39:54.8
O00000713,U003144,processing,761.04,19-09-2025,29:05.9
O00000714,U004762,processing,81.52,02-05-2025,24:39.1
O00000715,U002453,processing,1354.3,23-05-2025,48:59.4
O00000717,U007270,returned,95.81,03-01-2024,29:17.3
O00000718,U006167,returned,228.19,21-02-2025,52:20.1
O00000720,U006219,returned,5.84,05-03-2025,59:02.8
O00000721,U003880,cancelled,83.14,24-03-2024,51:36.6
O00000723,U007891,completed,58.15,25-08-2025,44:14.7
O00000724,U002679,cancelled,126.87,18-10-2024,36:04.4
O00000726,U005614,returned,455.43,05-05-2025,04:55.8
O00000727,U002477,processing,76.59,09-02-2025,45:04.7
O00000729,U001878,cancelled,56.21,26-02-2024,10:16.9
O00000730,U004063,shipped,26.06,22-01-2025,55:47.4
O00000732,U000038,completed,2840.22,17-05-2024,33:53.6
O00000733,U002635,completed,322.3,23-12-2024,29:10.8
O00000735,U005485,processing,68.12,01-04-2024,27:53.1
O00000736,U009368,cancelled,99.26,14-11-2025,01:41.2
O00000738,U002942,completed,198,07-02-2024,45:20.4
O00000739,U007956,completed,72.45,06-04-2024,10:32.2
O00000740,U004443,processing,223.52,08-03-2024,02:07.7
O00000742,U004627,shipped,680.24,03-10-2025,57:01.8
O00000743,U006770,cancelled,351.35,15-01-2024,48:08.2
O00000745,U009562,completed,400.74,10-09-2025,57:49.2
O00000746,U005025,shipped,495.76,17-07-2025,19:55.5
O00000748,U004852,processing,833.8,10-07-2025,54:36.1
O00000749,U003848,returned,2862.02,28-05-2024,11:42.3
O00000751,U007798,completed,106.99,20-04-2025,26:13.6
O00000752,U005702,cancelled,1946.03,04-11-2025,27:30.2
O00000754,U006386,completed,376.65,10-11-2024,26:09.3
O00000755,U009418,processing,168.05,15-07-2024,25:15.4
O00000757,U002852,cancelled,562.07,07-11-2025,02:53.8
O00000758,U002527,shipped,266.88,04-12-2024,53:17.8
O00000760,U007015,processing,1326.43,02-01-2024,32:37.2
O00000761,U002209,returned,207.98,13-08-2025,44:06.4
O00000762,U005358,completed,535.01,29-04-2025,48:25.7
O00000764,U006613,completed,941.03,23-11-2024,29:58.2
O00000765,U002884,cancelled,232.61,09-11-2024,55:19.8
O00000767,U006880,processing,140.86,04-04-2025,33:49.5
O00000768,U009004,cancelled,45.55,07-08-2024,43:22.6
O00000770,U006096,completed,10.62,08-10-2024,22:48.8
O00000771,U008051,returned,530.56,10-09-2024,56:33.6
O00000773,U009778,processing,453.4,08-09-2025,56:54.9
O00000774,U000451,completed,93.62,11-09-2024,57:37.1
O00000776,U001309,completed,170.77,17-06-2024,37:27.7
O00000777,U002342,cancelled,2689.64,14-09-2025,06:07.2
O00000779,U009890,returned,1002.26,16-04-2025,21:01.4
O00000780,U007373,shipped,14.7,13-10-2025,07:36.7
O00000782,U004642,shipped,411.43,12-05-2024,34:13.3
O00000783,U001481,processing,41.75,09-06-2025,58:42.6
O00000784,U003041,shipped,21.46,03-04-2025,21:21.4
O00000786,U002504,shipped,165.21,28-05-2025,44:26.7
O00000787,U002255,cancelled,26.49,25-07-2024,54:18.4
O00000788,U006555,cancelled,653.76,03-11-2025,06:17.4
O00000789,U004485,completed,132.37,10-10-2025,29:39.3
O00000790,U004194,returned,658.35,26-05-2024,15:43.0
O00000791,U001036,processing,1269.3,01-12-2024,16:50.9
O00000792,U001228,processing,326.9,10-01-2025,15:02.3
O00000793,U000563,processing,438.46,10-11-2024,16:45.7
O00000794,U002451,shipped,437.22,04-07-2025,29:42.6
O00000795,U004679,completed,196.4,16-02-2024,45:58.5
O00000796,U002110,cancelled,2.99,07-03-2025,54:23.4
O00000797,U009678,cancelled,324.3,28-02-2025,19:59.0
O00000798,U006985,completed,557.49,30-09-2024,46:52.3
O00000799,U001658,returned,421.81,13-08-2024,01:39.4
O00000800,U006128,cancelled,186.72,26-03-2025,05:51.1
O00000801,U000965,returned,777.62,07-06-2024,57:40.2
O00000802,U005827,shipped,881.82,25-02-2024,43:32.3
O00000803,U006069,returned,69.5,21-06-2025,13:30.4
O00000804,U006487,cancelled,1292.61,20-01-2025,56:00.8
O00000805,U007357,cancelled,135.88,16-05-2025,53:44.8
O00000806,U006185,returned,53.16,05-09-2024,51:13.0
O00000807,U009377,returned,696.42,09-03-2024,30:04.9
O00000808,U009564,cancelled,1115.68,26-10-2024,26:07.5
O00000809,U004891,completed,304.08,10-04-2024,40:56.5
O00000810,U000536,completed,311.21,26-04-2024,10:46.7
O00000811,U008366,shipped,83.76,16-01-2025,24:56.9
O00000812,U006087,returned,1428.63,21-09-2024,39:18.4
O00000813,U005330,completed,984.19,22-10-2025,06:00.6
O00000814,U000218,completed,1197.06,20-08-2024,48:40.0
O00000815,U006975,completed,48.2,20-02-2024,42:00.0
O00000816,U005222,returned,443.67,06-03-2024,25:57.2
O00000817,U009931,shipped,59.97,08-10-2024,42:57.9
O00000818,U005180,completed,2024.67,01-03-2024,16:39.4
O00000819,U006319,completed,342.78,14-03-2025,23:07.3
O00000820,U008264,completed,2651.71,21-04-2025,28:49.2
O00000821,U003301,returned,739.24,11-02-2024,13:44.1
O00000823,U009782,cancelled,291.13,24-09-2024,21:56.9
O00000824,U003271,completed,122.51,09-05-2024,23:45.3
O00000826,U002374,returned,570.66,27-03-2024,08:17.7
O00000827,U007763,returned,50.3,24-06-2025,40:57.7
O00000829,U000513,shipped,766.76,18-09-2024,07:47.3
O00000830,U006403,processing,405.41,02-11-2025,13:32.3
O00000832,U005221,cancelled,532.74,08-02-2025,04:58.4
O00000833,U001460,completed,85.2,03-10-2025,51:15.1
O00000835,U005191,cancelled,536.33,24-04-2024,58:56.6
O00000836,U008425,cancelled,358.71,17-11-2024,26:21.8
O00000838,U007518,processing,198.37,28-11-2024,37:35.5
O00000839,U006831,returned,126.24,17-07-2025,46:53.7
O00000841,U003130,shipped,56.03,22-03-2025,21:31.8
O00000842,U001417,cancelled,467.48,28-08-2025,28:42.1
O00000844,U002322,shipped,687.51,12-05-2024,27:00.3
O00000845,U002033,shipped,20.93,09-04-2024,36:01.7
O00000847,U001402,processing,640.32,02-03-2024,26:37.1
O00000848,U009941,processing,49.84,19-08-2024,41:38.7
O00000849,U003815,processing,76.4,18-04-2024,31:25.2
O00000851,U006826,processing,20.41,17-10-2025,32:29.6
O00000852,U004677,shipped,1639.09,14-09-2024,18:38.7
O00000854,U009786,shipped,231.79,26-01-2024,50:24.0
O00000855,U004723,shipped,36.92,13-04-2025,50:07.4
O00000857,U009149,shipped,497.67,07-04-2024,07:28.1
O00000858,U008200,shipped,2202,27-12-2024,44:28.5
O00000860,U001470,completed,14.09,11-05-2024,26:18.4
O00000861,U000642,cancelled,713.32,04-01-2025,05:38.5
O00000863,U003924,shipped,169.72,22-04-2024,11:36.7
O00000864,U003330,shipped,47.07,10-12-2024,34:07.8
O00000866,U001670,cancelled,541.92,30-04-2025,39:13.6
O00000867,U004937,cancelled,1237.89,24-06-2025,06:29.4
O00000869,U002392,processing,238.08,09-03-2024,23:24.9
O00000870,U005752,completed,1286.28,18-05-2024,01:43.8
O00000871,U007754,processing,175.08,26-10-2025,59:19.3
O00000873,U000705,cancelled,274.66,16-10-2025,24:54.6
O00000874,U006038,processing,29.9,21-10-2024,01:12.8
O00000876,U001321,cancelled,537.66,12-04-2025,59:52.0
O00000877,U001379,completed,26.27,12-12-2024,44:47.2
O00000879,U005207,processing,951.69,28-07-2024,30:33.4
O00000880,U001224,shipped,32.13,14-09-2025,30:39.7
O00000882,U007080,completed,455.3,27-04-2025,54:21.8
O00000883,U008014,returned,24.2,16-09-2024,43:08.9
O00000885,U006785,completed,215.78,10-01-2025,41:24.1
O00000886,U009818,processing,554.72,12-02-2025,25:28.7
O00000888,U008093,returned,15.26,27-10-2024,16:46.7
O00000889,U005529,returned,951.12,01-08-2024,07:45.5
O00000891,U003517,shipped,339.4,07-01-2025,52:10.3
O00000892,U008148,processing,235.42,18-07-2024,47:39.5
O00000893,U007147,completed,1239.31,10-10-2025,40:35.7
O00000895,U001492,cancelled,208.24,04-06-2024,31:22.1
O00000896,U000453,returned,557.39,17-01-2024,58:21.3
O00000898,U001704,processing,206.43,14-10-2025,07:28.4
O00000899,U002789,processing,407.54,08-06-2025,14:00.3
O00000900,U006646,completed,412.81,15-05-2025,28:26.4
O00000901,U003735,shipped,124.77,16-02-2025,24:52.2
O00000902,U000528,processing,1014.8,06-07-2025,25:42.4
O00000903,U003546,shipped,74.93,26-05-2025,08:19.8
O00000904,U008755,returned,441.61,14-07-2025,36:12.6
O00000905,U003796,completed,478.81,01-04-2024,12:25.3
O00000906,U000801,cancelled,86.11,20-07-2025,24:24.1
O00000907,U004247,completed,1059.3,01-03-2025,58:16.7
O00000908,U008857,returned,686.56,21-06-2024,16:45.7
O00000909,U002828,shipped,348.46,07-06-2025,10:34.7
O00000910,U001660,returned,1533.3,21-04-2025,53:07.6
O00000911,U006459,processing,161.36,18-07-2025,20:28.1
O00000912,U001041,returned,698.45,10-08-2024,24:27.1
O00000913,U008042,processing,659.56,04-03-2024,18:09.9
O00000914,U003515,cancelled,1688.84,01-02-2024,39:29.3
O00000915,U003004,processing,222.86,25-08-2024,11:45.2
O00000916,U008275,completed,461.24,13-04-2025,46:45.8
O00000917,U000036,processing,327.19,27-02-2025,31:47.2
O00000918,U008174,returned,369.8,26-02-2024,46:42.3
O00000919,U007052,cancelled,638.51,05-11-2025,59:35.7
O00000920,U006869,shipped,40.7,31-08-2024,52:20.6
O00000921,U005929,cancelled,1624.66,05-08-2025,12:33.2
O00000922,U003311,completed,368.82,30-07-2024,07:57.8
O00000923,U006348,returned,85.2,12-07-2025,45:06.9
O00000924,U004455,returned,1555.34,18-07-2024,09:59.5
O00000925,U002099,returned,146.6,31-05-2025,23:52.5
O00000926,U008800,processing,88.68,15-06-2025,17:39.1
O00000927,U001808,cancelled,124.57,17-02-2025,48:16.1
O00000928,U009440,cancelled,1188.16,18-07-2025,43:47.5
O00000929,U009389,processing,1538.97,13-11-2024,37:45.5
O00000930,U003734,cancelled,436.84,21-11-2024,01:14.9
O00000932,U007945,completed,74.81,15-09-2025,36:36.6
O00000933,U003341,processing,67.93,27-08-2024,31:32.3
O00000935,U001533,returned,3388.79,06-10-2024,49:30.8
O00000936,U002708,completed,385.6,26-10-2024,33:35.8
O00000938,U006729,cancelled,222.92,12-12-2024,38:43.9
O00000939,U004928,processing,1233.39,09-03-2024,28:38.3
O00000941,U001145,shipped,1166.24,20-10-2025,59:08.1
O00000942,U004044,shipped,1701.19,09-07-2024,59:41.7
O00000944,U007233,cancelled,113.98,13-04-2025,54:08.8
O00000945,U000623,completed,7.76,31-07-2024,31:07.3
O00000947,U000772,completed,630.86,21-08-2025,33:34.0
O00000948,U006498,returned,85.27,01-09-2024,32:14.5
O00000950,U000403,shipped,106.4,01-09-2024,08:42.3
O00000951,U006020,processing,41.48,21-02-2024,35:01.6
O00000952,U008227,returned,360.03,02-11-2025,32:52.8
O00000954,U005515,completed,255.44,06-06-2025,53:05.9
O00000955,U004025,returned,83.19,12-01-2024,22:02.0
O00000957,U004492,returned,297.47,24-05-2024,32:30.1
O00000958,U005571,returned,126.7,05-05-2025,18:21.1
O00000960,U002044,returned,207.21,01-07-2025,49:53.2
O00000961,U003616,returned,1262.72,28-01-2025,43:06.1
O00000963,U008796,completed,100.63,28-08-2025,53:07.9
O00000964,U006004,shipped,354.07,15-08-2024,43:44.9
O00000966,U006561,processing,619.63,09-08-2024,38:12.5
O00000967,U001488,shipped,486.86,09-04-2024,01:02.1
O00000969,U003073,shipped,203.42,18-04-2024,37:21.3
O00000970,U006940,processing,300.44,20-05-2025,23:55.0
O00000972,U006291,processing,769.71,23-06-2025,06:37.6
O00000973,U004530,processing,322.38,05-05-2024,54:18.1
O00000974,U009167,cancelled,1670.4,08-05-2025,58:51.7
O00000976,U004812,completed,1239.53,16-02-2025,38:53.8
O00000977,U004853,completed,40.54,02-02-2025,38:19.2
O00000979,U007277,shipped,142.65,12-10-2025,53:40.1
O00000980,U007814,cancelled,919.5,22-10-2024,02:41.9
O00000982,U004791,returned,284.85,18-04-2025,55:55.1
O00000983,U001137,completed,394.91,09-11-2025,27:52.8
O00000985,U001333,returned,438.68,21-05-2024,37:49.9
O00000986,U007504,shipped,916.62,29-01-2025,35:15.6
O00000988,U004546,completed,9.28,04-02-2025,21:50.7
O00000989,U000856,cancelled,1457.74,14-07-2025,14:03.8
O00000991,U003681,shipped,79.18,25-08-2024,50:58.2
O00000992,U009393,completed,432.67,30-01-2024,52:13.4
O00000993,U002006,shipped,219.24,09-01-2024,54:48.9
O00000995,U003307,shipped,4043.84,05-04-2024,31:50.2
O00000996,U009560,processing,31.28,17-01-2025,26:41.9
O00000998,U000197,returned,876.69,14-01-2025,03:40.3
O00000999,U002915,completed,229.12,27-06-2025,22:45.3
O00001001,U006103,returned,126.55,17-01-2024,03:58.5
O00001002,U009034,processing,9.28,25-11-2024,23:27.5
O00001004,U007829,shipped,148.33,26-05-2024,55:53.9
O00001005,U002491,shipped,447.36,02-04-2025,13:50.1
O00001007,U009529,processing,48.22,19-09-2024,40:07.7
O00001008,U001623,shipped,99.51,04-07-2025,11:42.7
O00001010,U006313,returned,322.77,07-05-2024,36:51.7
O00001011,U000923,cancelled,1636.7,04-08-2025,16:54.8
O00001012,U000801,shipped,5.35,08-09-2025,33:07.9
O00001013,U002642,cancelled,191.91,22-11-2024,00:06.8
O00001014,U002581,returned,423.57,26-10-2025,59:07.1
O00001015,U009393,returned,208.74,04-11-2024,52:47.7
O00001016,U004357,shipped,938.73,02-09-2025,06:40.3
O00001017,U009963,completed,492.81,01-10-2024,05:38.5
O00001018,U009042,returned,416.24,01-01-2025,52:33.6
O00001019,U006318,processing,112.19,22-07-2025,19:05.8
O00001020,U009694,processing,306.95,23-01-2024,10:16.9
O00001021,U006893,shipped,235.84,20-12-2024,15:21.9
O00001022,U005721,shipped,75.81,23-08-2025,47:08.2
O00001023,U003255,completed,925.52,29-08-2025,14:53.6
O00001024,U003795,completed,439.51,05-05-2024,01:04.5
O00001025,U003411,completed,3106.22,25-05-2024,24:50.6
O00001026,U006008,completed,70.32,24-08-2025,11:11.0
O00001027,U008928,processing,693.04,04-10-2024,21:22.4
O00001028,U006564,shipped,464.86,13-11-2025,20:38.8
O00001029,U002431,shipped,21.92,07-02-2025,21:09.3
O00001030,U000220,completed,623.72,21-04-2024,51:42.5
O00001031,U004102,cancelled,543.25,17-03-2025,39:11.4
O00001032,U000255,cancelled,47.35,26-10-2024,22:31.3
O00001033,U008666,cancelled,245.2,23-06-2025,15:47.5
O00001034,U005256,returned,3385.66,06-06-2024,28:30.4
O00001035,U003072,shipped,790.28,06-12-2024,51:40.7
O00001036,U002271,completed,844.54,24-08-2025,54:30.8
O00001037,U005866,returned,152.4,14-02-2025,44:48.0
O00001038,U000565,returned,224.85,20-06-2025,09:44.5
O00001039,U009183,cancelled,1336.95,29-09-2024,11:05.0
O00001040,U003610,completed,18.26,16-05-2025,02:33.9
O00001041,U009974,shipped,208.45,15-02-2025,55:42.1
O00001042,U007786,cancelled,742.29,21-04-2024,26:50.3
O00001043,U000572,cancelled,725.81,06-09-2025,17:38.4
O00001044,U001216,returned,328.55,07-12-2024,51:11.4
O00001045,U006281,shipped,1842,24-02-2024,47:46.4
O00001047,U008892,processing,19.56,21-05-2024,37:58.0
O00001048,U003892,processing,186.91,07-05-2024,18:15.7
O00001050,U007850,shipped,229.48,31-12-2024,02:16.6
O00001051,U003911,returned,279.42,10-10-2024,05:45.0
O00001052,U008858,processing,1295.76,21-07-2025,15:26.7
O00001054,U004508,cancelled,202.98,27-06-2024,29:45.9
O00001055,U005117,completed,436.68,02-11-2024,01:15.0
O00001057,U003550,cancelled,313.02,30-08-2025,51:19.1
O00001058,U004670,processing,3283.6,21-09-2024,24:49.5
O00001060,U004712,shipped,915.9,19-08-2025,38:27.6
O00001061,U007394,shipped,917.59,25-08-2025,35:11.3
O00001063,U009818,processing,1046.57,13-07-2025,06:20.8
O00001064,U000291,processing,415.34,12-03-2024,31:14.6
O00001066,U000927,processing,40,09-03-2025,51:51.9
O00001067,U006423,cancelled,1369.3,26-03-2025,40:59.5
O00001069,U006862,shipped,207.3,07-01-2024,04:14.6
O00001070,U007603,processing,678.61,02-05-2025,27:36.8
O00001071,U002866,cancelled,346.93,04-10-2025,14:18.4
O00001073,U001416,shipped,9.28,08-02-2024,14:10.4
O00001074,U000253,completed,464.85,03-04-2025,09:07.9
O00001076,U004430,processing,575.78,08-12-2024,43:04.3
O00001077,U006892,completed,1411.54,28-05-2025,39:51.7
O00001079,U009597,cancelled,515.98,24-08-2025,24:20.6
O00001080,U008868,completed,1117.14,19-11-2024,47:58.1
O00001082,U000251,processing,451.74,25-06-2024,28:09.8
