user_id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
U000630,514,2,961.04,1,2,3,123,Lost
U000631,77,6,4932.2,4,5,5,455,Champions
U000632,346,2,226.63,2,2,1,221,At Risk
U000633,38,2,1799.56,5,2,4,524,Potential
U000634,370,3,1384.15,2,4,4,244,At Risk
U000636,92,3,1325.24,4,4,4,444,Champions
U000637,444,1,474.14000000000004,1,1,2,112,Lost
U000638,38,5,3292.81,5,5,5,555,Champions
U000639,366,1,197.0,2,1,1,211,At Risk
U000640,9,3,1188.67,5,4,3,543,Loyal
U000641,514,1,58.5,1,1,1,111,Lost
U000642,188,4,2274.44,3,5,5,355,Loyal
U000643,319,2,319.24,2,2,2,222,At Risk
U000644,619,1,61.59,1,1,1,111,Lost
U000645,115,6,2385.64,4,5,5,455,Champions
U000646,67,3,854.92,4,4,3,443,Loyal
U000647,673,1,646.37,1,1,2,112,Lost
U000648,125,1,1197.44,4,1,3,413,Potential
U000649,134,3,3622.77,4,4,5,445,Champions
U000650,66,4,911.5,5,5,3,553,Loyal
U000651,251,1,27.81,3,1,1,311,Potential
U000652,487,1,394.14,1,1,2,112,Lost
U000653,296,4,582.0699999999999,2,5,2,252,At Risk
U000654,135,3,1956.54,4,4,4,444,Champions
U000655,458,1,454.19,1,1,2,112,Lost
U000656,288,2,490.46999999999997,2,2,2,222,At Risk
U000657,153,1,130.95,3,1,1,311,Potential
U000658,152,2,725.48,3,2,3,323,Potential
U000659,28,5,2576.19,5,5,5,555,Champions
U000661,218,1,1186.0900000000001,3,1,3,313,Potential
U000663,683,1,59.15,1,1,1,111,Lost
U000664,123,1,746.45,4,1,3,413,Potential
U000665,326,2,407.66,2,2,2,222,At Risk
U000666,434,2,1357.76,1,2,4,124,Lost
U000667,272,1,1057.09,2,1,3,213,At Risk
U000668,60,2,443.40000000000003,5,2,2,522,Potential
U000669,100,4,3320.19,4,5,5,455,Champions
U000670,592,1,775.52,1,1,3,113,Lost
U000671,83,4,2325.21,4,5,5,455,Champions
U000672,381,1,36.95,2,1,1,211,At Risk
U000673,635,2,633.5,1,2,2,122,Lost
U000674,677,1,345.20000000000005,1,1,2,112,Lost
U000675,41,3,5909.7300000000005,5,4,5,545,Champions
U000676,236,3,1008.35,3,4,3,343,Loyal
U000677,4,4,1154.95,5,5,3,553,Loyal
U000678,94,2,1417.25,4,2,4,424,Potential
U000681,23,1,752.88,5,1,3,513,Potential
U000682,175,2,1326.52,3,2,4,324,Potential
U000683,347,2,1207.35,2,2,3,223,At Risk
U000684,15,10,4232.38,5,5,5,555,Champions
U000685,269,3,2181.4,2,4,4,244,At Risk
U000687,89,4,1139.07,4,5,3,453,Loyal
U000688,195,2,472.7,3,2,2,322,Potential
U000689,495,1,38.419999999999995,1,1,1,111,Lost
U000690,542,1,182.42000000000002,1,1,1,111,Lost
U000691,403,3,5137.97,2,4,5,245,At Risk
U000692,89,2,1050.65,4,2,3,423,Potential
U000693,63,3,1246.0,5,4,3,543,Loyal
U000694,118,2,410.75,4,2,2,422,Potential
U000695,63,3,1437.64,5,4,4,544,Champions
U000696,361,1,96.75,2,1,1,211,At Risk
U000698,29,3,1441.86,5,4,4,544,Champions
U000699,217,1,293.34000000000003,3,1,2,312,Potential
U000700,61,2,29.049999999999997,5,2,1,521,Potential
U000701,310,2,953.86,2,2,3,223,At Risk
U000702,380,2,3003.13,2,2,5,225,At Risk
U000703,295,2,727.34,2,2,3,223,At Risk
U000704,245,4,4290.29,3,5,5,355,Loyal
U000705,29,2,402.94000000000005,5,2,2,522,Potential
U000706,506,2,840.84,1,2,3,123,Lost
U000707,94,5,313.69,4,5,2,452,Loyal
U000708,195,3,1225.2399999999998,3,4,3,343,Loyal
U000711,63,1,798.25,5,1,3,513,Potential
U000712,208,3,418.06,3,4,2,342,Loyal
U000713,272,5,1755.8600000000001,2,5,4,254,At Risk
U000714,50,6,1353.9,5,5,4,554,Champions
U000716,214,3,1805.7600000000002,3,4,4,344,Loyal
U000717,111,4,4414.8,4,5,5,455,Champions
U000718,194,2,116.50999999999999,3,2,1,321,Potential
U000719,459,1,788.84,1,1,3,113,Lost
U000721,583,2,1608.6100000000001,1,2,4,124,Lost
U000722,52,2,1885.62,5,2,4,524,Potential
U000724,504,1,27.24,1,1,1,111,Lost
U000725,49,4,1199.56,5,5,3,553,Loyal
U000728,3,2,222.98999999999998,5,2,1,521,Potential
U000730,34,4,4872.18,5,5,5,555,Champions
U000731,34,2,4812.07,5,2,5,525,Potential
U000732,145,3,2150.81,4,4,4,444,Champions
U000734,331,3,2739.7999999999997,2,4,5,245,At Risk
U000735,212,3,602.67,3,4,2,342,Loyal
U000736,504,2,1326.05,1,2,4,124,Lost
U000737,459,2,5328.280000000001,1,2,5,125,Lost
U000738,619,2,2503.2799999999997,1,2,5,125,Lost
U000740,637,1,254.58,1,1,1,111,Lost
U000741,18,3,777.53,5,4,3,543,Loyal
U000742,368,2,3033.6299999999997,2,2,5,225,At Risk
U000743,438,1,1251.31,1,1,3,113,Lost
U000744,148,1,332.69,3,1,2,312,Potential
U000745,6,4,3516.92,5,5,5,555,Champions
U000746,187,2,1334.13,3,2,4,324,Potential
U000747,444,4,1256.46,1,5,4,154,Lost
U000749,170,2,1790.4299999999998,3,2,4,324,Potential
U000750,250,2,825.0200000000001,3,2,3,323,Potential
U000751,168,2,515.6999999999999,3,2,2,322,Potential
U000752,206,2,220.36,3,2,1,321,Potential
U000753,494,1,98.81,1,1,1,111,Lost
U000754,174,4,861.12,3,5,3,353,Loyal
U000755,411,2,72.09,1,2,1,121,Lost
U000756,11,1,577.95,5,1,2,512,Potential
U000757,644,1,61.14,1,1,1,111,Lost
U000758,49,3,6313.91,5,4,5,545,Champions
U000759,163,1,1273.8799999999999,3,1,4,314,Potential
U000761,54,3,5345.42,5,4,5,545,Champions
U000763,84,2,1790.3799999999999,4,2,4,424,Potential
U000765,108,1,268.78999999999996,4,1,1,411,Potential
U000766,238,1,22.15,3,1,1,311,Potential
U000767,249,1,20.94,3,1,1,311,Potential
U000768,37,2,1072.2,5,2,3,523,Potential
U000769,69,1,21.2,4,1,1,411,Potential
U000770,548,2,1067.56,1,2,3,123,Lost
U000771,1,3,4758.04,5,4,5,545,Champions
U000772,85,4,926.95,4,5,3,453,Loyal
U000773,102,2,2005.0900000000001,4,2,4,424,Potential
U000774,138,2,891.31,4,2,3,423,Potential
U000778,143,3,5331.24,4,4,5,445,Champions
U000779,144,5,4050.69,4,5,5,455,Champions
U000780,145,3,716.47,4,4,3,443,Loyal
U000781,322,2,912.09,2,2,3,223,At Risk
U000782,14,3,1023.1,5,4,3,543,Loyal
U000784,168,5,2588.6,3,5,5,355,Loyal
U000785,102,3,4009.7299999999996,4,4,5,445,Champions
U000786,196,1,48.22,3,1,1,311,Potential
U000787,101,2,362.95,4,2,2,422,Potential
U000788,331,4,746.4100000000001,2,5,3,253,At Risk
U000791,16,1,265.16,5,1,1,511,Potential
U000792,369,3,5145.01,2,4,5,245,At Risk
U000793,238,3,2401.52,3,4,5,345,Loyal
U000794,227,2,2667.7,3,2,5,325,Potential
U000795,245,6,1389.13,3,5,4,354,Loyal
U000796,113,4,1453.83,4,5,4,454,Champions
U000797,377,2,777.73,2,2,3,223,At Risk
U000798,45,3,1705.1000000000001,5,4,4,544,Champions
U000799,61,1,473.62,5,1,2,512,Potential
U000800,259,2,501.26,2,2,2,222,At Risk
U000801,67,6,2363.44,4,5,5,455,Champions
U000802,187,2,421.37,3,2,2,322,Potential
U000803,62,2,2893.35,5,2,5,525,Potential
U000804,29,2,1284.38,5,2,4,524,Potential
U000805,237,1,157.67,3,1,1,311,Potential
U000806,656,1,503.48,1,1,2,112,Lost
U000807,417,1,375.69,1,1,2,112,Lost
U000809,240,1,273.5,3,1,1,311,Potential
U000810,119,2,2215.09,4,2,4,424,Potential
U000811,91,3,1041.11,4,4,3,443,Loyal
U000813,331,1,1366.4399999999998,2,1,4,214,At Risk
U000814,3,2,498.86,5,2,2,522,Potential
U000815,82,5,2289.6400000000003,4,5,5,455,Champions
U000817,10,6,5405.98,5,5,5,555,Champions
U000818,583,2,92.41,1,2,1,121,Lost
U000819,627,2,235.2,1,2,1,121,Lost
U000820,299,3,1586.8600000000001,2,4,4,244,At Risk
U000821,252,2,642.54,3,2,2,322,Potential
U000822,149,1,837.26,3,1,3,313,Potential
U000823,96,3,596.82,4,4,2,442,Loyal
U000824,33,2,1073.8500000000001,5,2,3,523,Potential
U000825,288,3,249.04,2,4,1,241,At Risk
U000826,306,2,748.4399999999999,2,2,3,223,At Risk
U000827,134,3,3314.39,4,4,5,445,Champions
U000828,503,1,131.45999999999998,1,1,1,111,Lost
U000829,132,4,6821.259999999999,4,5,5,455,Champions
U000830,152,2,193.22,3,2,1,321,Potential
U000831,452,1,734.45,1,1,3,113,Lost
U000832,166,3,707.14,3,4,3,343,Loyal
U000833,1,3,1221.02,5,4,3,543,Loyal
U000834,427,2,948.21,1,2,3,123,Lost
U000835,663,1,543.8,1,1,2,112,Lost
U000836,373,2,782.01,2,2,3,223,At Risk
U000837,240,5,3717.83,3,5,5,355,Loyal
U000838,528,1,563.23,1,1,2,112,Lost
U000839,62,1,1224.53,5,1,3,513,Potential
U000840,329,2,2281.9700000000003,2,2,5,225,At Risk
U000841,32,4,860.29,5,5,3,553,Loyal
U000842,38,3,427.8,5,4,2,542,Loyal
U000843,152,3,1646.45,3,4,4,344,Loyal
U000844,191,3,5311.05,3,4,5,345,Loyal
U000845,175,4,1120.4,3,5,3,353,Loyal
U000846,40,4,2340.55,5,5,5,555,Champions
U000847,193,1,388.4,3,1,2,312,Potential
U000848,255,2,151.68,2,2,1,221,At Risk
U000849,112,1,625.02,4,1,2,412,Potential
U000850,43,1,235.87,5,1,1,511,Potential
U000853,587,2,710.5,1,2,3,123,Lost
U000854,450,3,1608.84,1,4,4,144,Lost
U000856,103,3,2331.94,4,4,5,445,Champions
U000857,251,2,396.69,3,2,2,322,Potential
U000858,101,5,326.74,4,5,2,452,Loyal
U000860,328,2,5903.9800000000005,2,2,5,225,At Risk
U000861,4,2,588.98,5,2,2,522,Potential
U000862,578,1,2368.55,1,1,5,115,Lost
U000863,166,2,317.77,3,2,2,322,Potential
U000865,368,2,509.44,2,2,2,222,At Risk
U000866,297,1,939.05,2,1,3,213,At Risk
U000867,332,3,387.07,2,4,2,242,At Risk
U000868,197,2,260.15,3,2,1,321,Potential
U000869,469,2,1041.1200000000001,1,2,3,123,Lost
U000870,91,2,339.07,4,2,2,422,Potential
U000871,103,2,1578.19,4,2,4,424,Potential
U000875,421,2,144.51999999999998,1,2,1,121,Lost
U000876,466,2,738.16,1,2,3,123,Lost
U000877,242,2,2184.62,3,2,4,324,Potential
U000878,357,3,890.01,2,4,3,243,At Risk
U000879,169,3,611.07,3,4,2,342,Loyal
U000880,301,1,1662.2099999999998,2,1,4,214,At Risk
U000881,189,3,2349.65,3,4,5,345,Loyal
U000883,598,1,126.4,1,1,1,111,Lost
U000884,111,2,947.1,4,2,3,423,Potential
U000886,18,4,3920.16,5,5,5,555,Champions
U000887,129,1,9.0,4,1,1,411,Potential
U000888,213,5,3415.24,3,5,5,355,Loyal
U000889,179,1,21.1,3,1,1,311,Potential
U000890,61,5,2761.66,5,5,5,555,Champions
U000891,460,3,619.29,1,4,2,142,Lost
U000892,437,3,2784.89,1,4,5,145,Lost
U000894,153,1,110.88,3,1,1,311,Potential
U000895,435,1,247.43,1,1,1,111,Lost
U000896,354,2,817.4300000000001,2,2,3,223,At Risk
U000897,277,3,3430.91,2,4,5,245,At Risk
U000899,427,2,346.79,1,2,2,122,Lost
U000901,285,1,517.26,2,1,2,212,At Risk
U000902,347,3,1039.59,2,4,3,243,At Risk
U000904,377,1,726.43,2,1,3,213,At Risk
U000906,82,4,3509.13,4,5,5,455,Champions
U000907,315,2,811.96,2,2,3,223,At Risk
U000908,2,2,224.75,5,2,1,521,Potential
U000909,101,4,1563.97,4,5,4,454,Champions
U000911,197,2,1260.81,3,2,4,324,Potential
U000912,197,3,1736.3899999999999,3,4,4,344,Loyal
U000914,341,2,32.68,2,2,1,221,At Risk
U000916,429,1,418.78,1,1,2,112,Lost
U000917,548,1,48.09,1,1,1,111,Lost
U000918,208,3,1432.94,3,4,4,344,Loyal
U000919,192,2,1627.66,3,2,4,324,Potential
U000920,341,1,1583.67,2,1,4,214,At Risk
U000921,37,2,97.87,5,2,1,521,Potential
U000922,307,3,5260.31,2,4,5,245,At Risk
U000923,102,3,3559.42,4,4,5,445,Champions
U000924,79,2,4453.5,4,2,5,425,Potential
U000925,136,2,644.6800000000001,4,2,2,422,Potential
U000926,117,3,949.76,4,4,3,443,Loyal
U000927,144,4,2918.7799999999997,4,5,5,455,Champions
U000928,95,4,1571.6200000000001,4,5,4,454,Champions
U000929,187,3,866.34,3,4,3,343,Loyal
U000930,114,1,1680.95,4,1,4,414,Potential
U000931,210,3,990.27,3,4,3,343,Loyal
U000932,16,3,4339.16,5,4,5,545,Champions
U000933,340,1,165.59,2,1,1,211,At Risk
U000934,502,1,1278.82,1,1,4,114,Lost
U000935,562,1,22.55,1,1,1,111,Lost
U000936,81,2,274.93,4,2,1,421,Potential
U000937,429,1,628.86,1,1,2,112,Lost
U000938,334,1,361.8,2,1,2,212,At Risk
U000939,675,1,111.79,1,1,1,111,Lost
U000940,54,2,1526.92,5,2,4,524,Potential
U000941,312,1,2520.03,2,1,5,215,At Risk
U000943,197,2,1566.85,3,2,4,324,Potential
U000944,35,1,1463.86,5,1,4,514,Potential
U000946,104,1,968.31,4,1,3,413,Potential
U000948,481,1,145.92,1,1,1,111,Lost
U000949,426,2,541.8,1,2,2,122,Lost
U000950,252,1,41.51,3,1,1,311,Potential
U000952,448,4,681.45,1,5,3,153,Lost
U000953,6,3,2321.56,5,4,5,545,Champions
U000954,416,1,71.52,1,1,1,111,Lost
U000955,45,6,1445.48,5,5,4,554,Champions
U000957,403,3,2205.13,2,4,4,244,At Risk
U000958,568,1,84.66,1,1,1,111,Lost
U000959,273,4,1659.72,2,5,4,254,At Risk
U000961,1,3,1621.31,5,4,4,544,Champions
U000962,70,2,1005.98,4,2,3,423,Potential
U000963,28,1,4.68,5,1,1,511,Potential
U000964,2,2,3843.68,5,2,5,525,Potential
U000965,152,5,1449.17,3,5,4,354,Loyal
U000966,414,2,849.25,1,2,3,123,Lost
U000967,238,2,21.09,3,2,1,321,Potential
U000968,119,3,3573.7,4,4,5,445,Champions
U000969,545,1,1539.42,1,1,4,114,Lost
U000971,283,3,1668.0,2,4,4,244,At Risk
U000972,459,1,89.98,1,1,1,111,Lost
U000973,98,2,1014.79,4,2,3,423,Potential
U000974,385,2,230.38,2,2,1,221,At Risk
U000975,43,5,1525.64,5,5,4,554,Champions
U000976,606,1,71.14999999999999,1,1,1,111,Lost
U000977,183,2,73.48,3,2,1,321,Potential
U000978,86,4,1371.05,4,5,4,454,Champions
U000979,103,1,229.47,4,1,1,411,Potential
U000980,608,1,419.12,1,1,2,112,Lost
U000981,277,3,436.93,2,4,2,242,At Risk
U000982,405,2,2484.44,2,2,5,225,At Risk
U000983,119,3,1001.93,4,4,3,443,Loyal
U000984,239,1,92.24,3,1,1,311,Potential
U000985,234,5,1704.6599999999999,3,5,4,354,Loyal
U000986,520,1,2035.42,1,1,4,114,Lost
U000987,161,2,2061.1400000000003,3,2,4,324,Potential
U000988,513,1,1032.53,1,1,3,113,Lost
U000989,559,3,61.96000000000001,1,4,1,141,Lost
U000990,133,1,165.60999999999999,4,1,1,411,Potential
U000991,164,2,1329.76,3,2,4,324,Potential
U000992,474,2,2730.62,1,2,5,125,Lost
U000993,206,2,3440.96,3,2,5,325,Potential
U000994,67,2,1176.25,4,2,3,423,Potential
U000995,454,1,134.99,1,1,1,111,Lost
U000997,505,1,494.94,1,1,2,112,Lost
U000998,70,5,5396.3,4,5,5,455,Champions
U000999,128,3,5217.079999999999,4,4,5,445,Champions
U001000,255,1,1610.3,2,1,4,214,At Risk
U001001,209,1,358.99,3,1,2,312,Potential
U001002,546,2,595.81,1,2,2,122,Lost
U001003,176,2,2809.77,3,2,5,325,Potential
U001004,328,1,1965.44,2,1,4,214,At Risk
U001005,176,1,37.23,3,1,1,311,Potential
U001006,224,3,2060.39,3,4,4,344,Loyal
U001007,669,1,359.28,1,1,2,112,Lost
U001008,54,3,3739.09,5,4,5,545,Champions
U001009,591,1,254.74,1,1,1,111,Lost
U001010,60,2,85.14,5,2,1,521,Potential
U001011,467,2,3136.41,1,2,5,125,Lost
U001014,130,2,993.53,4,2,3,423,Potential
U001015,132,1,138.24,4,1,1,411,Potential
U001016,154,3,1792.21,3,4,4,344,Loyal
U001017,76,2,2818.01,4,2,5,425,Potential
U001018,92,4,2243.46,4,5,4,454,Champions
U001019,236,1,234.10999999999999,3,1,1,311,Potential
U001020,238,1,3039.41,3,1,5,315,Potential
U001021,173,5,2192.66,3,5,4,354,Loyal
U001022,583,1,324.65,1,1,2,112,Lost
U001023,250,2,460.63,3,2,2,322,Potential
U001024,400,2,482.41,2,2,2,222,At Risk
U001025,134,1,3660.2200000000003,4,1,5,415,Potential
U001026,113,2,1651.4399999999998,4,2,4,424,Potential
U001028,44,5,3737.59,5,5,5,555,Champions
U001029,154,3,2202.3,3,4,4,344,Loyal
U001030,377,1,251.36,2,1,1,211,At Risk
U001031,174,2,616.55,3,2,2,322,Potential
U001032,172,2,1680.8700000000001,3,2,4,324,Potential
U001033,107,1,953.19,4,1,3,413,Potential
U001035,112,2,142.9,4,2,1,421,Potential
U001036,282,4,1679.13,2,5,4,254,At Risk
U001038,478,1,21.18,1,1,1,111,Lost
U001039,255,1,905.69,2,1,3,213,At Risk
U001040,352,4,2122.69,2,5,4,254,At Risk
U001041,207,5,3430.4300000000003,3,5,5,355,Loyal
U001042,231,2,622.96,3,2,2,322,Potential
U001043,283,4,3561.22,2,5,5,255,At Risk
U001044,195,2,2056.8900000000003,3,2,4,324,Potential
U001045,123,2,176.51,4,2,1,421,Potential
U001046,44,4,4298.49,5,5,5,555,Champions
U001047,382,2,367.57,2,2,2,222,At Risk
U001048,116,4,709.47,4,5,3,453,Loyal
U001049,42,1,612.23,5,1,2,512,Potential
U001050,127,3,557.99,4,4,2,442,Loyal
U001051,284,1,99.88,2,1,1,211,At Risk
U001052,86,7,2724.34,4,5,5,455,Champions
U001053,22,4,578.0799999999999,5,5,2,552,Loyal
U001054,95,6,1130.0700000000002,4,5,3,453,Loyal
U001055,52,3,7046.69,5,4,5,545,Champions
U001056,376,2,2222.56,2,2,4,224,At Risk
U001057,539,3,302.25,1,4,2,142,Lost
U001058,484,2,232.84999999999997,1,2,1,121,Lost
U001059,240,2,935.8299999999999,3,2,3,323,Potential
U001060,289,3,1164.87,2,4,3,243,At Risk
U001061,154,2,1558.6899999999998,3,2,4,324,Potential
U001063,234,2,3117.37,3,2,5,325,Potential
U001064,63,3,167.76,5,4,1,541,Loyal
U001065,87,1,545.45,4,1,2,412,Potential
U001066,108,4,1184.57,4,5,3,453,Loyal
U001067,178,5,3811.56,3,5,5,355,Loyal
U001068,544,2,2002.15,1,2,4,124,Lost
U001069,500,2,2837.15,1,2,5,125,Lost
U001070,81,1,142.58,4,1,1,411,Potential
U001071,135,4,1046.31,4,5,3,453,Loyal
U001072,291,2,607.56,2,2,2,222,At Risk
U001074,456,2,569.1899999999999,1,2,2,122,Lost
U001075,294,3,2488.01,2,4,5,245,At Risk
U001076,597,1,281.73,1,1,2,112,Lost
U001077,260,3,2404.75,2,4,5,245,At Risk
U001078,317,2,539.5,2,2,2,222,At Risk
U001079,111,1,222.67,4,1,1,411,Potential
U001080,229,7,3357.38,3,5,5,355,Loyal
U001081,57,5,6325.81,5,5,5,555,Champions
U001082,501,1,3144.71,1,1,5,115,Lost
U001083,68,3,2125.7799999999997,4,4,4,444,Champions
U001084,307,1,90.64,2,1,1,211,At Risk
U001085,246,3,656.04,3,4,2,342,Loyal
U001087,77,2,593.6,4,2,2,422,Potential
U001088,71,1,2142.16,4,1,4,414,Potential
U001089,336,2,1610.53,2,2,4,224,At Risk
U001090,94,1,510.01,4,1,2,412,Potential
U001091,285,3,739.0,2,4,3,243,At Risk
U001092,147,2,2024.3899999999999,3,2,4,324,Potential
U001093,116,3,3422.7099999999996,4,4,5,445,Champions
U001094,335,4,3385.64,2,5,5,255,At Risk
U001095,279,1,21.74,2,1,1,211,At Risk
U001096,191,1,147.44,3,1,1,311,Potential
U001097,18,3,714.7,5,4,3,543,Loyal
U001098,151,3,1211.66,3,4,3,343,Loyal
U001099,151,4,2022.1599999999999,3,5,4,354,Loyal
U001100,42,1,199.89,5,1,1,511,Potential
U001101,122,3,1613.5800000000002,4,4,4,444,Champions
U001102,5,4,1006.89,5,5,3,553,Loyal
U001103,302,2,1494.95,2,2,4,224,At Risk
U001104,47,3,3678.44,5,4,5,545,Champions
U001105,301,1,62.4,2,1,1,211,At Risk
U001106,366,1,202.61,2,1,1,211,At Risk
U001107,511,2,294.13,1,2,2,122,Lost
U001108,214,2,1036.55,3,2,3,323,Potential
U001109,70,3,1502.23,4,4,4,444,Champions
U001111,129,2,570.4,4,2,2,422,Potential
U001112,73,2,837.84,4,2,3,423,Potential
U001113,104,3,633.75,4,4,2,442,Loyal
U001114,386,1,84.79,2,1,1,211,At Risk
U001115,336,1,274.97,2,1,1,211,At Risk
U001116,222,2,1665.6399999999999,3,2,4,324,Potential
U001117,411,4,3288.0899999999997,1,5,5,155,Lost
U001118,421,1,1742.92,1,1,4,114,Lost
U001119,123,3,586.62,4,4,2,442,Loyal
U001120,12,2,1587.0,5,2,4,524,Potential
U001122,352,3,783.44,2,4,3,243,At Risk
U001123,34,4,2835.77,5,5,5,555,Champions
U001124,526,1,769.71,1,1,3,113,Lost
U001125,361,2,4392.19,2,2,5,225,At Risk
U001126,15,3,994.4699999999999,5,4,3,543,Loyal
U001128,397,2,249.2,2,2,1,221,At Risk
U001129,588,2,516.02,1,2,2,122,Lost
U001130,96,3,3485.0200000000004,4,4,5,445,Champions
U001131,96,5,2083.52,4,5,4,454,Champions
U001132,151,4,3350.1000000000004,3,5,5,355,Loyal
U001133,486,3,4797.17,1,4,5,145,Lost
U001135,260,4,2285.9800000000005,2,5,5,255,At Risk
U001136,121,3,2370.0299999999997,4,4,5,445,Champions
U001137,5,3,1776.77,5,4,4,544,Champions
U001138,455,2,2095.59,1,2,4,124,Lost
U001139,387,4,3960.1099999999997,2,5,5,255,At Risk
U001140,386,1,152.24,2,1,1,211,At Risk
U001141,504,1,415.34,1,1,2,112,Lost
U001142,67,4,2357.66,4,5,5,455,Champions
U001144,180,4,3938.08,3,5,5,355,Loyal
U001145,25,4,2465.51,5,5,5,555,Champions
U001146,148,1,465.01,3,1,2,312,Potential
U001148,299,1,202.84,2,1,1,211,At Risk
U001149,136,1,195.36,4,1,1,411,Potential
U001150,353,2,452.47999999999996,2,2,2,222,At Risk
U001151,60,7,5758.99,5,5,5,555,Champions
U001152,378,3,1482.84,2,4,4,244,At Risk
U001153,195,4,1725.72,3,5,4,354,Loyal
U001157,264,4,3497.59,2,5,5,255,At Risk
U001158,321,1,233.91000000000003,2,1,1,211,At Risk
U001160,47,5,2882.7,5,5,5,555,Champions
U001161,179,4,2982.15,3,5,5,355,Loyal
U001162,343,1,521.7,2,1,2,212,At Risk
U001163,332,2,2522.62,2,2,5,225,At Risk
U001164,74,3,838.3299999999999,4,4,3,443,Loyal
U001165,217,2,208.10999999999999,3,2,1,321,Potential
U001166,331,1,105.48,2,1,1,211,At Risk
U001167,169,1,808.25,3,1,3,313,Potential
U001168,423,1,3618.88,1,1,5,115,Lost
U001170,33,5,1321.22,5,5,4,554,Champions
U001171,2,1,1090.8400000000001,5,1,3,513,Potential
U001172,497,1,72.72999999999999,1,1,1,111,Lost
U001173,53,3,1420.23,5,4,4,544,Champions
U001174,598,1,26.74,1,1,1,111,Lost
U001175,441,1,907.64,1,1,3,113,Lost
U001176,45,6,3089.46,5,5,5,555,Champions
U001177,236,3,733.53,3,4,3,343,Loyal
U001178,132,5,1075.69,4,5,3,453,Loyal
U001180,21,3,1081.68,5,4,3,543,Loyal
U001181,151,3,484.37,3,4,2,342,Loyal
U001182,85,3,606.82,4,4,2,442,Loyal
U001183,310,1,1436.46,2,1,4,214,At Risk
U001184,436,1,23.32,1,1,1,111,Lost
U001185,144,1,218.84,4,1,1,411,Potential
U001186,180,3,2211.07,3,4,4,344,Loyal
U001187,193,3,2058.97,3,4,4,344,Loyal
U001188,126,1,1694.78,4,1,4,414,Potential
U001189,195,4,659.26,3,5,2,352,Loyal
U001191,33,4,3126.26,5,5,5,555,Champions
U001192,8,1,1212.47,5,1,3,513,Potential
U001193,82,4,3088.07,4,5,5,455,Champions
U001194,537,1,1804.5100000000002,1,1,4,114,Lost
U001195,279,4,2303.76,2,5,5,255,At Risk
U001196,439,3,741.56,1,4,3,143,Lost
U001197,203,1,1463.26,3,1,4,314,Potential
U001198,419,3,984.3499999999999,1,4,3,143,Lost
U001199,133,1,974.51,4,1,3,413,Potential
U001200,139,3,2612.5,4,4,5,445,Champions
U001201,91,2,2769.43,4,2,5,425,Potential
U001202,51,3,1173.79,5,4,3,543,Loyal
U001203,494,2,2610.6,1,2,5,125,Lost
U001204,6,3,1288.26,5,4,4,544,Champions
U001205,179,4,957.36,3,5,3,353,Loyal
U001206,236,2,708.14,3,2,3,323,Potential
U001208,288,2,1936.49,2,2,4,224,At Risk
U001209,410,2,367.37,1,2,2,122,Lost
U001210,302,1,219.95,2,1,1,211,At Risk
U001211,325,3,392.53999999999996,2,4,2,242,At Risk
U001212,412,2,1131.3899999999999,1,2,3,123,Lost
U001213,557,1,188.82,1,1,1,111,Lost
U001214,12,3,3040.2,5,4,5,545,Champions
U001215,95,1,399.06,4,1,2,412,Potential
U001216,197,6,3961.92,3,5,5,355,Loyal
U001218,226,3,1918.65,3,4,4,344,Loyal
U001219,41,1,3227.9,5,1,5,515,Potential
U001220,30,1,661.52,5,1,2,512,Potential
U001221,174,3,770.59,3,4,3,343,Loyal
U001223,482,3,3078.16,1,4,5,145,Lost
U001224,61,6,720.47,5,5,3,553,Loyal
U001225,8,3,1919.19,5,4,4,544,Champions
U001226,641,1,148.45,1,1,1,111,Lost
U001227,651,1,1047.18,1,1,3,113,Lost
U001228,308,1,326.9,2,1,2,212,At Risk
U001229,33,2,1809.1999999999998,5,2,4,524,Potential
U001230,425,1,490.82,1,1,2,112,Lost
U001234,337,1,83.52,2,1,1,211,At Risk
U001235,175,4,817.94,3,5,3,353,Loyal
U001236,557,1,313.99,1,1,2,112,Lost
U001238,34,2,1486.8999999999999,5,2,4,524,Potential
U001239,425,1,336.84,1,1,2,112,Lost
U001240,173,1,74.93,3,1,1,311,Potential
